"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","class","status","answer","correct","trial","letters"
"","4122","html-keyboard-response","257","573985","0.0-3.0-1.120","glória","s","n","cog","word","S","exp","6"
"","null","html-keyboard-response","258","574487","0.0-3.0-0.121","+","null","","","","","",""
"","3578","html-keyboard-response","259","578065","0.0-3.0-1.121","pedaço","s","n","noncog","word","S","exp","6"
"","null","html-keyboard-response","260","578567","0.0-3.0-0.122","+","null","","","","","",""
"","2522","html-keyboard-response","261","581089","0.0-3.0-1.122","tronca","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","262","581591","0.0-3.0-0.123","+","null","","","","","",""
"","1530","html-keyboard-response","263","583121","0.0-3.0-1.123","areia","n","n","noncog","word","S","exp","5"
"","null","html-keyboard-response","264","583622","0.0-3.0-0.124","+","null","","","","","",""
"","4618","html-keyboard-response","265","588241","0.0-3.0-1.124","fasdas","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","266","588743","0.0-3.0-0.125","+","null","","","","","",""
"","2058","html-keyboard-response","267","590801","0.0-3.0-1.125","memória","n","n","cog","word","S","exp","7"
"","null","html-keyboard-response","268","591302","0.0-3.0-0.126","+","null","","","","","",""
"","939","html-keyboard-response","269","592241","0.0-3.0-1.126","berquesa","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","270","592742","0.0-3.0-0.127","+","null","","","","","",""
"","1274","html-keyboard-response","271","594017","0.0-3.0-1.127","usfiga","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","272","594527","0.0-3.0-0.128","+","null","","","","","",""
"","4210","html-keyboard-response","273","598737","0.0-3.0-1.128","independente","s","a","noncog","word","S","exp","12"
"","null","html-keyboard-response","274","599238","0.0-3.0-0.129","+","null","","","","","",""
"","1994","html-keyboard-response","275","601233","0.0-3.0-1.129","jantar","s","v","noncog","word","S","exp","6"
"","null","html-keyboard-response","276","601734","0.0-3.0-0.130","+","null","","","","","",""
"","3114","html-keyboard-response","277","604849","0.0-3.0-1.130","braras","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","278","605350","0.0-3.0-0.131","+","null","","","","","",""
"","2154","html-keyboard-response","279","607505","0.0-3.0-1.131","detative","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","280","608006","0.0-3.0-0.132","+","null","","","","","",""
"","3787","html-keyboard-response","281","611793","0.0-3.0-1.132","dacada","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","282","612294","0.0-3.0-0.133","+","null","","","","","",""
"","5146","html-keyboard-response","283","617441","0.0-3.0-1.133","açúcar","n","n","noncog","word","S","exp","6"
"","null","html-keyboard-response","284","617942","0.0-3.0-0.134","+","null","","","","","",""
"","2875","html-keyboard-response","285","620817","0.0-3.0-1.134","enedro","n","null","noncog","pseudo","N","exp","null"
